rr_raceId,rr_year,rr_round,rr_positionNumber,rr_laps,rr_gapMillis,rr_intervalMillis,rr_qualificationPositionNumber,rr_gridPositionNumber,rr_positionsGained,rr_pitStops,rr_fastestLap,pr1_positionNumber,pr1_gapMillis,pr1_intervalMillis,pr1_laps,pr2_positionNumber,pr2_gapMillis,pr2_intervalMillis,pr2_laps,qr_positionNumber,qr_gapMillis,qr_intervalMillis,qr_laps,pr3_positionNumber,pr3_gapMillis,pr3_intervalMillis,pr3_laps,qr_q1Seconds,qr_q2Seconds,qr_q3Seconds,rr_timeSeconds,pr1_timeSeconds,pr2_timeSeconds,pr3_timeSeconds,rr_driverId_adrian-sutil,rr_driverId_alexander-albon,rr_driverId_alexander-rossi,rr_driverId_antonio-giovinazzi,rr_driverId_brendon-hartley,rr_driverId_carlos-sainz-jr,rr_driverId_charles-leclerc,rr_driverId_daniel-ricciardo,rr_driverId_daniil-kvyat,rr_driverId_esteban-gutierrez,rr_driverId_esteban-ocon,rr_driverId_felipe-massa,rr_driverId_felipe-nasr,rr_driverId_fernando-alonso,rr_driverId_franco-colapinto,rr_driverId_george-russell,rr_driverId_guanyu-zhou,rr_driverId_jack-aitken,rr_driverId_jack-doohan,rr_driverId_jean-eric-vergne,rr_driverId_jenson-button,rr_driverId_jolyon-palmer,rr_driverId_jules-bianchi,rr_driverId_kamui-kobayashi,rr_driverId_kevin-magnussen,rr_driverId_kimi-raikkonen,rr_driverId_lance-stroll,rr_driverId_lando-norris,rr_driverId_lewis-hamilton,rr_driverId_liam-lawson,rr_driverId_logan-sargeant,rr_driverId_marcus-ericsson,rr_driverId_max-chilton,rr_driverId_max-verstappen,rr_driverId_mick-schumacher,rr_driverId_nicholas-latifi,rr_driverId_nico-hulkenberg,rr_driverId_nico-rosberg,rr_driverId_nikita-mazepin,rr_driverId_nyck-de-vries,rr_driverId_oliver-bearman,rr_driverId_oscar-piastri,rr_driverId_pascal-wehrlein,rr_driverId_pastor-maldonado,rr_driverId_pierre-gasly,rr_driverId_pietro-fittipaldi,rr_driverId_rio-haryanto,rr_driverId_robert-kubica,rr_driverId_roberto-merhi,rr_driverId_romain-grosjean,rr_driverId_sebastian-vettel,rr_driverId_sergey-sirotkin,rr_driverId_sergio-perez,rr_driverId_stoffel-vandoorne,rr_driverId_valtteri-bottas,rr_driverId_will-stevens,rr_driverId_yuki-tsunoda,rr_constructorId_alfa-romeo,rr_constructorId_alphatauri,rr_constructorId_alpine,rr_constructorId_aston-martin,rr_constructorId_caterham,rr_constructorId_ferrari,rr_constructorId_force-india,rr_constructorId_haas,rr_constructorId_kick-sauber,rr_constructorId_lotus-f1,rr_constructorId_manor,rr_constructorId_marussia,rr_constructorId_mclaren,rr_constructorId_mercedes,rr_constructorId_racing-point,rr_constructorId_rb,rr_constructorId_red-bull,rr_constructorId_renault,rr_constructorId_sauber,rr_constructorId_toro-rosso,rr_constructorId_williams,rr_engineManufacturerId_bwt-mercedes,rr_engineManufacturerId_ferrari,rr_engineManufacturerId_honda,rr_engineManufacturerId_honda-rbpt,rr_engineManufacturerId_mercedes,rr_engineManufacturerId_rbpt,rr_engineManufacturerId_renault,rr_engineManufacturerId_tag-heuer,rr_engineManufacturerId_toro-rosso,circuitId_austin,circuitId_bahrain,circuitId_baku,circuitId_catalunya,circuitId_hockenheimring,circuitId_hungaroring,circuitId_imola,circuitId_interlagos,circuitId_istanbul,circuitId_jeddah,circuitId_las-vegas,circuitId_losail,circuitId_marina-bay,circuitId_melbourne,circuitId_mexico-city,circuitId_miami,circuitId_monaco,circuitId_montreal,circuitId_monza,circuitId_mugello,circuitId_nurburgring,circuitId_paul-ricard,circuitId_portimao,circuitId_sepang,circuitId_shanghai,circuitId_silverstone,circuitId_sochi,circuitId_spa-francorchamps,circuitId_spielberg,circuitId_suzuka,circuitId_yas-marina,circuitId_zandvoort
1007,2019,10,12,52,75617,1336,9,9,-3,1,0.0,9,1920,62,26,9,1265,10,38,9,1252,121,24,10,1071,11,17,86.482,86.403,86.345,4944.069,89.093,87.997,86.976,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1012,2019,15,6,61,11663,5544,6,6,0,1,0.0,5,1208,131,24,5,1170,49,30,6,1194,265,16,5,1066,373,14,99.106,97.865,97.411,7125.33,101.467,99.943,99.258,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1015,2019,18,5,71,21399,15031,5,5,0,2,0.0,4,622,488,21,20,5058,1485,5,5,578,74,18,8,949,4,19,76.175,76.574,75.336,5830.303,77.949,81.665,77.094,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1016,2019,19,5,56,78038,25799,6,6,1,3,0.0,3,259,90,28,6,1202,389,32,6,519,227,14,6,678,60,14,93.984,92.898,92.548,5713.691,94.316,94.434,93.983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1018,2019,21,6,55,69205,4848,6,5,-1,1,0.0,4,1127,493,23,6,1032,481,30,6,903,343,21,4,361,272,18,96.102,96.718,95.682,5714.92,98.084,97.288,96.927,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1003,2019,6,8,78,55200,626,10,10,2,1,0.0,14,1721,96,45,5,913,93,51,10,1487,236,31,10,1073,30,32,72.007,71.429,71.653,6263.637,73.827,72.031,72.338,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1028,2020,10,10,53,97860,8094,10,15,5,2,0.0,8,1331,24,24,12,1723,32,31,10,1704,8,19,19,2324,4,14,93.919,93.153,93.008,5738.224,96.254,95.242,95.603,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1032,2020,14,7,58,46484,1611,4,4,-3,2,0.0,2,241,241,27,5,1033,183,42,4,2683,1127,26,3,1574,629,5,119.431,112.282,110.448,6185.797,95.318,89.363,110.059,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1033,2020,15,3,57,8005,6751,4,4,1,3,0.0,7,1269,8,34,10,1043,114,17,4,1010,596,18,4,663,297,12,88.732,88.749,88.274,10795.52,90.302,90.014,89.018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1035,2020,17,4,55,19987,1572,5,5,1,1,0.0,4,1169,32,25,4,987,217,33,5,325,74,15,2,501,501,15,96.106,95.654,95.571,5808.632,98.547,97.263,96.752,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1023,2020,5,5,52,39146,9857,9,9,4,2,0.0,6,1114,218,22,11,1354,32,25,9,1515,55,18,8,853,19,15,87.153,86.642,86.669,4821.139,87.28,86.96,87.474,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1025,2020,7,6,44,42712,2062,5,5,-1,1,0.0,6,556,181,22,4,390,294,21,5,1012,203,15,4,476,90,13,103.418,102.193,102.264,5091.473,105.049,104.134,103.731,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1026,2020,8,15,53,37533,940,9,9,-6,2,0.0,3,797,552,30,14,1691,97,36,9,1203,41,19,7,474,107,15,81.104,80.064,80.09,6463.589,81.5,81.883,80.563,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1027,2020,9,3,59,8064,3184,4,4,1,5,0.0,9,1189,87,34,4,982,736,28,4,810,445,14,8,1008,50,11,76.527,75.914,75.954,8383.124,79.068,77.971,77.538,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1071,2022,14,10,44,101900,9719,9,6,-4,2,0.0,6,1297,398,15,11,2013,174,15,9,2172,61,18,14,1789,25,20,105.672,105.675,105.837,5254.794,107.835,107.52,106.836,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1089,2023,10,8,52,17878,685,8,8,0,1,0.0,3,489,41,22,3,218,196,30,8,810,319,25,2,173,173,14,89.466,88.067,87.53,5134.816,89.089,88.296,87.592,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1092,2023,13,8,72,15155,1923,4,4,-4,4,0.0,5,595,124,25,3,269,246,31,4,852,125,32,6,1119,27,19,80.939,79.399,71.419,8659.566,72.447,71.599,82.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1093,2023,14,7,51,45106,2427,6,6,-1,1,0.0,10,787,173,18,7,624,263,19,6,466,72,21,9,1142,69,18,81.661,81.272,80.76,4466.249,83.444,81.979,82.054,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1113,2024,12,9,52,68387,4810,9,9,0,2,0.0,16,1229,59,25,13,1096,264,26,9,821,55,23,11,2074,263,24,91.135,86.933,86.64,5015.446,88.649,87.645,99.603,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1117,2024,16,9,53,67456,13308,9,9,0,1,0.0,8,544,6,24,13,854,93,25,9,972,237,18,8,479,133,15,80.542,80.314,80.299,4548.183,82.22,81.592,80.596,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1118,2024,17,7,51,87396,1928,10,9,2,1,0.0,17,2409,54,17,13,1253,54,25,10,1494,329,19,8,680,170,14,102.899,102.84,102.859,5665.403,107.955,104.737,103.194,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1056,2021,21,9,50,58505,11899,10,10,1,2,0.0,5,532,55,27,13,1092,106,23,10,1243,107,21,12,1490,172,20,88.899,88.616,88.754,7633.623,90.318,90.11,89.59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
935,2015,19,11,55,103525,1154,10,10,-1,2,0.0,16,2466,105,21,14,1871,192,20,10,2471,775,17,10,1573,190,22,102.911,102.482,102.708,6013.7,106.22,103.854,103.429,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
922,2015,6,10,78,25056,1430,8,0,10,1,0.0,5,495,111,40,6,1467,111,14,8,1833,123,29,5,1113,136,39,77.246,76.762,76.931,6583.476,79.245,78.659,77.256,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
945,2016,10,8,52,85858,8146,8,7,-1,2,0.0,9,1792,211,19,11,2180,39,27,8,2702,432,15,10,1985,56,10,92.115,91.708,91.989,5781.689,93.446,93.84,92.889,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
953,2016,18,6,56,96124,2171,10,10,4,2,0.0,10,2712,9,26,11,1613,106,31,10,2327,57,14,15,1944,19,6,97.744,97.175,97.326,5988.742,100.14,98.971,98.71,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
938,2016,3,9,56,84127,4859,8,8,-1,3,0.0,7,1639,51,12,8,1646,15,32,8,1479,16,15,4,1449,111,9,97.656,97.204,96.881,6018.018,99.676,98.542,118.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
940,2016,5,6,66,61395,16124,8,8,2,2,0.0,8,2127,406,19,5,1209,114,39,8,1643,121,12,13,1617,74,21,84.496,84.077,83.643,6161.412,86.078,85.131,84.695,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
973,2017,17,7,56,92944,1964,8,7,0,1,0.0,10,1758,232,24,11,1861,39,30,8,1744,205,17,8,1172,42,16,95.517,94.899,94.852,5723.935,98.093,96.529,95.65,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
962,2017,6,6,78,12038,5839,6,6,0,1,0.0,9,908,132,39,5,680,69,43,6,984,164,30,7,1005,8,27,73.526,73.397,73.162,6296.378,74.333,73.4,73.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
977,2018,1,10,58,45722,10801,9,9,-1,1,0.0,9,1896,26,23,11,1459,105,35,9,2413,45,17,5,7105,1492,11,83.529,83.061,83.577,5419.005,85.922,85.39,93.172,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
990,2018,14,8,53,78140,19462,7,7,-1,1,0.0,8,1995,330,15,12,2088,116,32,7,1922,105,17,13,2228,106,15,81.732,81.552,81.041,4692.624,95.995,83.193,82.737,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
979,2018,3,9,56,35763,477,9,9,0,2,0.0,8,1617,438,23,8,991,15,28,9,1724,61,18,9,1564,126,20,93.315,92.97,92.819,5772.143,95.616,94.473,94.582,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
980,2018,4,5,51,7515,2186,10,9,4,2,0.0,20,4499,774,11,8,1039,20,36,10,1853,285,20,16,2341,171,15,103.426,103.464,103.351,6231.806,108.741,103.834,105.432,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
982,2018,6,10,78,69013,43696,8,8,-2,1,0.0,6,1330,390,40,10,1359,85,34,8,1320,20,28,9,1064,89,24,72.95,72.286,72.13,6243.82,73.456,73.2,72.85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
984,2018,8,8,53,87184,6552,7,7,-1,1,0.0,11,2027,150,25,12,2547,19,33,7,2097,1069,23,2,1287,1287,3,92.394,92.016,92.126,5498.569,94.258,95.086,94.953,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
